x=441900.160000,y=4659979.410000,height=301.481157
x=441898.170000,y=4659979.440000,height=301.729684
x=441897.850000,y=4659978.440000,height=301.954158
x=441897.850000,y=4659978.440000,height=301.954158
x=441897.220000,y=4659979.460000,height=302.014832
x=441897.550000,y=4659982.880000,height=301.549945
x=441897.220000,y=4659979.460000,height=302.014832
x=441897.850000,y=4659978.440000,height=301.954158
x=441896.230000,y=4659979.470000,height=302.142018
x=441895.220000,y=4659979.480000,height=302.167868
x=441895.950000,y=4659976.140000,height=302.374385
x=441894.960000,y=4659976.160000,height=302.524604
x=441893.950000,y=4659975.240000,height=302.654079
x=441893.970000,y=4659976.170000,height=302.641850
x=441891.950000,y=4659975.260000,height=302.772513
x=441892.970000,y=4659976.180000,height=302.705819
x=441891.950000,y=4659975.260000,height=302.772513
x=441891.970000,y=4659976.190000,height=302.812178
x=441891.920000,y=4659978.520000,height=302.645999
x=441890.990000,y=4659976.200000,height=302.965941
x=441889.980000,y=4659976.210000,height=302.971341
x=441890.930000,y=4659978.540000,height=302.714846
x=441890.240000,y=4659979.530000,height=302.651658
x=441889.950000,y=4659978.550000,height=302.806598
x=441888.970000,y=4659978.560000,height=302.897265
x=441889.240000,y=4659979.540000,height=302.727176
x=441889.010000,y=4659982.070000,height=302.535694
x=441888.240000,y=4659979.550000,height=302.857820
x=441887.250000,y=4659979.560000,height=302.951037
x=441888.040000,y=4659982.090000,height=302.657909
x=441887.040000,y=4659982.100000,height=302.730224
x=441887.010000,y=4659985.530000,height=302.429993
x=441887.010000,y=4659985.530000,height=302.429993
x=441886.030000,y=4659985.540000,height=302.528894
x=441885.610000,y=4659982.980000,height=302.726880
x=441885.000000,y=4659985.540000,height=302.544344
x=441885.000000,y=4659985.540000,height=302.544344
x=441885.610000,y=4659982.980000,height=302.726880
x=441884.040000,y=4659982.130000,height=302.944259
x=441883.600000,y=4659983.000000,height=302.873336
x=441883.600000,y=4659983.000000,height=302.873336
x=441884.000000,y=4659985.550000,height=302.594115
x=441882.610000,y=4659983.010000,height=302.994843
x=441881.590000,y=4659983.010000,height=302.982517
x=441883.010000,y=4659985.570000,height=302.687722
x=441881.000000,y=4659985.580000,height=302.812985
x=441881.590000,y=4659983.010000,height=302.982517
x=441880.590000,y=4659983.020000,height=303.048023
x=441880.210000,y=4659979.610000,height=303.288673
x=441880.030000,y=4659982.170000,height=303.128483
x=441880.210000,y=4659979.610000,height=303.288673
x=441879.200000,y=4659979.610000,height=303.281333
x=441879.990000,y=4659978.660000,height=303.381432
x=441879.950000,y=4659976.280000,height=303.527597
x=441878.970000,y=4659978.660000,height=303.352441
x=441878.930000,y=4659976.290000,height=303.519185
x=441875.960000,y=4659978.690000,height=303.390966
x=441876.160000,y=4659979.630000,height=303.295910
x=441876.160000,y=4659979.630000,height=303.295910
x=441877.180000,y=4659979.620000,height=303.314366
x=441877.180000,y=4659979.620000,height=303.314366
x=441878.010000,y=4659982.180000,height=303.112227
x=441876.990000,y=4659982.180000,height=303.117495
x=441876.990000,y=4659982.180000,height=303.117495
x=441877.550000,y=4659983.030000,height=303.028593
x=441880.030000,y=4659982.170000,height=303.128483
x=441879.570000,y=4659983.030000,height=303.038625
x=441878.970000,y=4659985.590000,height=302.754735
x=441879.570000,y=4659983.030000,height=303.038625
point: x = 441880.560000, y = 4659986.430000 is not in this area.
point: x = 441881.580000, y = 4659986.420000 is not in this area.
x=441878.970000,y=4659985.590000,height=302.754735
point: x = 441877.500000, y = 4659986.430000 is not in this area.
x=441877.550000,y=4659983.030000,height=303.028593
x=441877.550000,y=4659983.030000,height=303.028593
x=441876.960000,y=4659985.610000,height=302.770156
x=441876.540000,y=4659983.040000,height=303.053282
x=441875.510000,y=4659983.030000,height=303.048910
point: x = 441875.490000, y = 4659986.440000 is not in this area.
point: x = 441876.500000, y = 4659986.440000 is not in this area.
x=441854.750000,y=4659982.340000,height=303.341923
x=441854.790000,y=4659979.720000,height=303.422143
x=441855.730000,y=4659982.320000,height=303.254630
x=441855.840000,y=4659979.730000,height=303.505885
x=441856.730000,y=4659982.310000,height=303.249731
x=441857.860000,y=4659979.710000,height=303.375227
x=441857.860000,y=4659979.710000,height=303.375227
x=441856.690000,y=4659978.830000,height=303.478458
x=441857.580000,y=4659976.390000,height=303.655341
x=441859.610000,y=4659976.380000,height=303.599179
x=441859.610000,y=4659976.380000,height=303.599179
x=441859.770000,y=4659975.560000,height=303.668817
x=441859.770000,y=4659975.560000,height=303.668817
x=441857.750000,y=4659975.580000,height=303.726395
x=441858.160000,y=4659972.460000,height=303.968581
x=441857.210000,y=4659973.240000,height=303.914230
x=441858.160000,y=4659972.460000,height=303.968581
x=441856.140000,y=4659972.480000,height=304.008770
x=441857.330000,y=4659970.400000,height=304.157201
x=441856.630000,y=4659969.770000,height=304.240233
x=441855.290000,y=4659970.410000,height=304.217698
x=441900.160000,y=4659979.410000,height=301.481157
x=441898.940000,y=4659976.110000,height=302.099096
x=441898.940000,y=4659976.110000,height=302.099096
x=441898.940000,y=4659976.110000,height=302.099096
point: x = 441902.900000, y = 4659976.070000 is not in this area.
x=441901.520000,y=4659972.870000,height=301.995476
point: x = 441903.840000, y = 4659967.250000 is not in this area.
point: x = 441902.610000, y = 4659969.210000 is not in this area.
x=441901.860000,y=4659967.280000,height=302.186027
x=441901.400000,y=4659964.730000,height=302.314210
x=441899.190000,y=4659966.510000,height=302.518661
x=441900.860000,y=4659967.300000,height=302.291974
x=441898.190000,y=4659966.520000,height=302.594291
x=441898.870000,y=4659967.330000,height=302.489684
x=441898.190000,y=4659966.520000,height=302.594291
x=441897.880000,y=4659967.340000,height=302.588514
x=441896.880000,y=4659967.350000,height=302.665197
x=441895.890000,y=4659967.370000,height=302.783924
x=441897.190000,y=4659966.530000,height=302.641322
x=441895.180000,y=4659966.560000,height=302.791468
x=441895.400000,y=4659964.810000,height=302.757889
x=441896.410000,y=4659964.800000,height=302.727638
x=441896.920000,y=4659964.040000,height=302.695884
x=441894.960000,y=4659964.080000,height=302.873010
x=441896.000000,y=4659961.870000,height=302.773422
x=441896.000000,y=4659961.870000,height=302.773422
x=441895.390000,y=4659962.480000,height=302.843582
x=441894.990000,y=4659961.880000,height=302.830270
x=441894.390000,y=4659962.500000,height=302.926762
x=441893.400000,y=4659962.510000,height=303.012656
x=441892.030000,y=4659961.940000,height=303.035853
x=441893.460000,y=4659960.320000,height=302.951112
x=441893.550000,y=4659959.680000,height=302.939319
x=441893.600000,y=4659958.360000,height=302.955334
x=441892.470000,y=4659960.340000,height=303.019563
x=441890.600000,y=4659958.410000,height=303.123992
x=441890.530000,y=4659959.720000,height=303.155198
x=441891.060000,y=4659961.960000,height=303.204296
x=441892.030000,y=4659961.940000,height=303.035853
x=441891.970000,y=4659964.120000,height=303.113791
x=441891.970000,y=4659964.120000,height=303.113791
x=441890.390000,y=4659962.560000,height=303.262365
x=441890.390000,y=4659962.560000,height=303.262365
x=441889.380000,y=4659962.570000,height=303.327157
x=441889.480000,y=4659960.390000,height=303.263310
x=441889.070000,y=4659962.000000,height=303.322026
x=441889.480000,y=4659960.390000,height=303.263310
x=441888.570000,y=4659959.770000,height=303.315698
x=441887.490000,y=4659960.420000,height=303.431614
x=441887.490000,y=4659960.420000,height=303.431614
x=441887.080000,y=4659962.030000,height=303.493700
x=441888.080000,y=4659962.010000,height=303.396088
x=441888.380000,y=4659962.580000,height=303.380403
x=441887.010000,y=4659964.200000,height=303.464042
x=441887.010000,y=4659964.200000,height=303.464042
x=441885.020000,y=4659964.230000,height=303.683323
x=441886.400000,y=4659962.620000,height=303.561191
x=441886.080000,y=4659962.050000,height=303.627586
x=441885.410000,y=4659962.630000,height=303.667227
x=441884.400000,y=4659962.650000,height=303.726950
x=441885.090000,y=4659962.060000,height=303.705795
x=441885.510000,y=4659960.450000,height=303.632387
x=441885.570000,y=4659959.820000,height=303.589108
x=441884.610000,y=4659958.510000,height=303.666488
x=441884.520000,y=4659960.470000,height=303.715940
x=441883.610000,y=4659958.530000,height=303.748972
x=441882.520000,y=4659960.500000,height=303.820924
x=441882.100000,y=4659962.110000,height=303.917413
x=441882.100000,y=4659962.110000,height=303.917413
x=441883.410000,y=4659962.660000,height=303.850234
x=441883.410000,y=4659962.660000,height=303.850234
x=441883.060000,y=4659964.270000,height=303.868360
x=441884.440000,y=4659964.970000,height=303.760107
x=441885.420000,y=4659964.950000,height=303.637470
x=441886.410000,y=4659964.930000,height=303.514482
x=441886.260000,y=4659966.690000,height=303.541213
x=441886.410000,y=4659964.930000,height=303.514482
x=441886.260000,y=4659966.690000,height=303.541213
x=441887.920000,y=4659967.470000,height=303.467722
x=441888.420000,y=4659964.910000,height=303.375261
x=441888.420000,y=4659964.910000,height=303.375261
x=441888.420000,y=4659964.910000,height=303.375261
x=441889.420000,y=4659964.890000,height=303.289798
x=441889.020000,y=4659964.170000,height=303.345103
x=441890.430000,y=4659964.880000,height=303.243484
x=441889.250000,y=4659966.650000,height=303.339555
x=441890.900000,y=4659967.430000,height=303.221345
x=441890.430000,y=4659964.880000,height=303.243484
x=441892.420000,y=4659964.860000,height=303.094396
x=441892.420000,y=4659964.860000,height=303.094396
x=441891.970000,y=4659964.120000,height=303.113791
x=441893.970000,y=4659964.090000,height=302.967483
x=441893.400000,y=4659964.840000,height=302.946562
x=441893.400000,y=4659964.840000,height=302.946562
x=441894.410000,y=4659964.830000,height=302.896513
x=441894.960000,y=4659964.080000,height=302.873010
x=441894.220000,y=4659966.580000,height=302.989740
x=441894.220000,y=4659966.580000,height=302.989740
x=441894.220000,y=4659966.580000,height=302.989740
x=441893.920000,y=4659967.400000,height=303.088137
x=441894.720000,y=4659970.070000,height=302.949138
x=441895.680000,y=4659970.050000,height=302.722046
x=441894.910000,y=4659967.380000,height=302.908246
x=441895.680000,y=4659970.050000,height=302.722046
x=441896.570000,y=4659972.930000,height=302.545464
x=441896.690000,y=4659970.050000,height=302.706116
x=441896.570000,y=4659972.930000,height=302.545464
x=441897.580000,y=4659972.920000,height=302.440619
x=441898.550000,y=4659972.910000,height=302.279664
x=441898.280000,y=4659972.030000,height=302.328267
x=441898.640000,y=4659970.000000,height=302.334322
x=441899.640000,y=4659969.990000,height=302.256922
x=441899.290000,y=4659972.030000,height=302.300305
x=441899.640000,y=4659969.990000,height=302.256922
x=441900.860000,y=4659967.300000,height=302.291974
x=441898.660000,y=4659969.270000,height=302.336571
x=441898.660000,y=4659969.270000,height=302.336571
x=441897.670000,y=4659970.030000,height=302.522743
x=441896.690000,y=4659970.050000,height=302.706116
x=441897.690000,y=4659969.280000,height=302.528791
x=441897.690000,y=4659969.280000,height=302.528791
x=441898.280000,y=4659972.030000,height=302.328267
x=441898.550000,y=4659972.910000,height=302.279664
x=441899.550000,y=4659972.900000,height=302.223643
x=441898.940000,y=4659976.110000,height=302.099096
x=441898.940000,y=4659976.110000,height=302.099096
x=441897.850000,y=4659978.440000,height=301.954158
x=441897.850000,y=4659978.440000,height=301.954158
x=441897.930000,y=4659976.120000,height=302.156234
x=441897.930000,y=4659976.120000,height=302.156234
x=441896.960000,y=4659976.140000,height=302.349885
x=441895.950000,y=4659976.140000,height=302.374385
x=441896.690000,y=4659970.050000,height=302.706116
x=441895.570000,y=4659972.940000,height=302.591577
x=441894.940000,y=4659975.230000,height=302.541544
x=441894.560000,y=4659972.960000,height=302.689732
x=441894.560000,y=4659972.960000,height=302.689732
x=441893.720000,y=4659970.090000,height=303.053131
x=441893.580000,y=4659972.970000,height=302.835281
x=441893.950000,y=4659975.240000,height=302.654079
x=441892.360000,y=4659972.130000,height=302.988543
x=441891.580000,y=4659972.990000,height=302.959387
x=441891.580000,y=4659972.990000,height=302.959387
x=441891.950000,y=4659975.260000,height=302.772513
x=441890.570000,y=4659973.000000,height=303.006899
x=441891.360000,y=4659972.140000,height=303.053243
x=441890.370000,y=4659972.150000,height=303.105485
x=441888.990000,y=4659975.300000,height=303.041390
x=441888.990000,y=4659975.300000,height=303.041390
x=441888.600000,y=4659973.030000,height=303.242481
x=441888.600000,y=4659973.030000,height=303.242481
x=441888.380000,y=4659972.180000,height=303.307633
x=441889.370000,y=4659972.160000,height=303.208623
x=441889.700000,y=4659970.120000,height=303.243714
x=441888.700000,y=4659970.140000,height=303.334636
x=441888.780000,y=4659969.420000,height=303.345368
x=441887.780000,y=4659969.430000,height=303.390984
x=441886.780000,y=4659969.440000,height=303.501951
x=441886.780000,y=4659969.440000,height=303.501951
x=441886.710000,y=4659970.160000,height=303.544703
x=441887.400000,y=4659972.190000,height=303.403832
x=441888.380000,y=4659972.180000,height=303.307633
x=441887.600000,y=4659973.040000,height=303.341108
x=441886.590000,y=4659973.050000,height=303.384699
x=441886.590000,y=4659973.050000,height=303.384699
x=441887.600000,y=4659973.040000,height=303.341108
x=441886.590000,y=4659973.050000,height=303.384699
x=441888.020000,y=4659975.330000,height=303.176669
x=441888.990000,y=4659976.210000,height=303.048031
x=441888.970000,y=4659978.560000,height=302.897265
x=441886.990000,y=4659976.230000,height=303.176335
x=441886.980000,y=4659978.590000,height=303.055379
x=441885.990000,y=4659976.240000,height=303.264096
x=441885.970000,y=4659978.590000,height=303.061508
x=441884.980000,y=4659976.250000,height=303.323110
x=441884.990000,y=4659978.610000,height=303.155164
x=441884.000000,y=4659978.620000,height=303.235377
x=441883.050000,y=4659975.390000,height=303.537287
x=441883.050000,y=4659975.390000,height=303.537287
x=441881.970000,y=4659976.270000,height=303.496783
x=441883.000000,y=4659978.630000,height=303.300858
x=441881.970000,y=4659976.270000,height=303.496783
x=441880.980000,y=4659978.650000,height=303.334382
x=441883.260000,y=4659979.590000,height=303.210271
x=441884.000000,y=4659978.620000,height=303.235377
x=441884.250000,y=4659979.580000,height=303.103538
x=441884.040000,y=4659982.130000,height=302.944259
x=441883.260000,y=4659979.590000,height=303.210271
x=441882.250000,y=4659979.600000,height=303.272100
x=441882.250000,y=4659979.600000,height=303.272100
x=441883.040000,y=4659982.140000,height=302.998921
x=441882.250000,y=4659979.600000,height=303.272100
x=441882.050000,y=4659982.150000,height=303.075930
x=441880.980000,y=4659978.650000,height=303.334382
x=441881.230000,y=4659979.610000,height=303.280389
x=441879.950000,y=4659976.280000,height=303.527597
x=441879.950000,y=4659976.280000,height=303.527597
x=441880.000000,y=4659975.400000,height=303.532862
x=441879.010000,y=4659975.410000,height=303.568628
x=441879.560000,y=4659973.110000,height=303.679728
x=441880.000000,y=4659975.400000,height=303.532862
x=441881.570000,y=4659973.090000,height=303.671676
x=441881.570000,y=4659973.090000,height=303.671676
x=441882.580000,y=4659973.090000,height=303.668219
x=441883.600000,y=4659973.080000,height=303.633088
x=441884.380000,y=4659972.220000,height=303.590845
x=441883.710000,y=4659970.190000,height=303.641506
x=441882.710000,y=4659970.200000,height=303.726336
x=441882.410000,y=4659972.250000,height=303.698105
x=441881.400000,y=4659972.260000,height=303.696275
x=441880.700000,y=4659970.220000,height=303.825588
x=441881.860000,y=4659969.520000,height=303.799633
x=441880.910000,y=4659967.560000,height=303.983501
x=441880.910000,y=4659967.560000,height=303.983501
x=441879.910000,y=4659967.570000,height=304.022438
x=441879.850000,y=4659969.540000,height=303.913205
x=441879.910000,y=4659967.570000,height=304.022438
x=441880.320000,y=4659966.790000,height=304.007590
x=441878.910000,y=4659967.580000,height=304.100685
x=441878.330000,y=4659966.820000,height=304.160895
x=441877.310000,y=4659966.820000,height=304.140086
x=441877.910000,y=4659967.590000,height=304.146722
x=441876.880000,y=4659967.600000,height=304.109407
x=441875.870000,y=4659967.610000,height=304.153700
x=441876.850000,y=4659969.580000,height=304.005002
x=441875.660000,y=4659970.270000,height=303.990925
x=441876.660000,y=4659970.250000,height=303.919845
x=441876.390000,y=4659972.310000,height=303.810636
x=441874.370000,y=4659972.330000,height=303.876668
x=441874.370000,y=4659972.330000,height=303.876668
x=441874.500000,y=4659973.140000,height=303.794493
x=441875.510000,y=4659973.130000,height=303.778883
x=441873.950000,y=4659975.450000,height=303.595738
x=441873.950000,y=4659975.450000,height=303.595738
x=441875.900000,y=4659976.310000,height=303.596936
x=441876.990000,y=4659975.430000,height=303.599048
x=441876.910000,y=4659976.300000,height=303.536575
x=441874.940000,y=4659978.690000,height=303.378915
x=441875.900000,y=4659976.310000,height=303.596936
x=441875.150000,y=4659979.630000,height=303.326003
x=441874.150000,y=4659979.640000,height=303.382394
x=441874.150000,y=4659979.640000,height=303.382394
x=441875.150000,y=4659979.630000,height=303.326003
x=441874.990000,y=4659982.200000,height=303.148978
x=441875.510000,y=4659983.030000,height=303.048910
x=441874.510000,y=4659983.040000,height=303.080835
x=441873.970000,y=4659982.210000,height=303.159447
x=441873.490000,y=4659983.040000,height=303.060407
x=441874.510000,y=4659983.040000,height=303.080835
x=441872.920000,y=4659985.630000,height=302.822193
x=441872.920000,y=4659985.630000,height=302.822193
x=441874.960000,y=4659985.620000,height=302.821704
x=441872.920000,y=4659985.630000,height=302.822193
x=441872.920000,y=4659985.630000,height=302.822193
x=441871.450000,y=4659983.050000,height=303.041998
point: x = 441871.420000, y = 4659986.450000 is not in this area.
x=441870.450000,y=4659983.060000,height=303.103432
x=441869.900000,y=4659985.650000,height=302.841643
x=441869.420000,y=4659983.060000,height=303.092366
x=441870.920000,y=4659982.220000,height=303.131804
x=441869.910000,y=4659982.230000,height=303.181251
x=441871.080000,y=4659979.650000,height=303.303659
x=441870.060000,y=4659979.650000,height=303.304462
x=441870.870000,y=4659978.720000,height=303.363123
x=441871.080000,y=4659979.650000,height=303.303659
x=441872.100000,y=4659979.650000,height=303.326125
x=441872.900000,y=4659978.700000,height=303.380592
x=441871.880000,y=4659978.710000,height=303.336253
x=441871.980000,y=4659975.480000,height=303.710950
x=441871.980000,y=4659975.480000,height=303.710950
x=441871.810000,y=4659976.320000,height=303.563058
x=441869.930000,y=4659975.490000,height=303.675112
x=441870.810000,y=4659976.330000,height=303.628925
x=441868.770000,y=4659976.340000,height=303.602874
x=441868.770000,y=4659976.340000,height=303.602874
x=441870.870000,y=4659978.720000,height=303.363123
x=441868.850000,y=4659978.740000,height=303.357642
x=441868.770000,y=4659976.340000,height=303.602874
x=441867.830000,y=4659978.740000,height=303.354038
x=441866.830000,y=4659978.750000,height=303.402761
x=441866.890000,y=4659975.510000,height=303.667883
x=441866.890000,y=4659975.510000,height=303.667883
x=441866.890000,y=4659975.510000,height=303.667883
x=441864.710000,y=4659976.350000,height=303.599979
x=441865.730000,y=4659976.350000,height=303.589716
x=441864.810000,y=4659978.770000,height=303.417013
x=441864.710000,y=4659976.350000,height=303.599979
x=441863.700000,y=4659976.360000,height=303.628340
x=441862.800000,y=4659978.790000,height=303.451372
x=441863.970000,y=4659979.680000,height=303.353296
x=441863.810000,y=4659982.260000,height=303.077474
x=441863.810000,y=4659982.260000,height=303.077474
x=441864.820000,y=4659982.250000,height=303.089890
x=441864.990000,y=4659979.680000,height=303.345816
x=441866.000000,y=4659979.670000,height=303.323330
x=441866.830000,y=4659978.750000,height=303.402761
x=441867.020000,y=4659979.670000,height=303.336601
x=441867.020000,y=4659979.670000,height=303.336601
x=441866.860000,y=4659982.250000,height=303.102633
x=441865.860000,y=4659982.260000,height=303.121675
x=441867.370000,y=4659983.060000,height=303.038356
x=441867.880000,y=4659982.240000,height=303.137274
x=441867.370000,y=4659983.060000,height=303.038356
x=441868.900000,y=4659982.240000,height=303.163483
x=441868.030000,y=4659979.660000,height=303.308910
x=441867.020000,y=4659979.670000,height=303.336601
x=441868.030000,y=4659979.660000,height=303.308910
x=441868.030000,y=4659979.660000,height=303.308910
x=441868.900000,y=4659982.240000,height=303.163483
x=441869.030000,y=4659979.650000,height=303.270654
x=441870.060000,y=4659979.650000,height=303.304462
x=441869.420000,y=4659983.060000,height=303.092366
x=441868.890000,y=4659985.660000,height=302.840415
x=441868.890000,y=4659985.660000,height=302.840415
point: x = 441868.370000, y = 4659986.460000 is not in this area.
point: x = 441869.390000, y = 4659986.460000 is not in this area.
point: x = 441869.390000, y = 4659986.460000 is not in this area.
point: x = 441867.370000, y = 4659986.460000 is not in this area.
point: x = 441858.190000, y = 4659986.490000 is not in this area.
x=441857.720000,y=4659985.720000,height=302.895465
point: x = 441857.160000, y = 4659986.490000 is not in this area.
x=441856.750000,y=4659985.740000,height=302.977350
point: x = 441855.140000, y = 4659986.510000 is not in this area.
x=441855.160000,y=4659983.110000,height=303.233111
point: x = 441854.160000, y = 4659983.120000 is not in this area.
x=441855.160000,y=4659983.110000,height=303.233111
x=441855.160000,y=4659983.110000,height=303.233111
x=441855.160000,y=4659983.110000,height=303.233111
x=441855.740000,y=4659985.750000,height=303.060381
x=441855.740000,y=4659985.750000,height=303.060381
x=441856.750000,y=4659985.740000,height=302.977350
x=441856.180000,y=4659983.110000,height=303.202638
x=441856.730000,y=4659982.310000,height=303.249731
x=441858.210000,y=4659983.090000,height=303.124175
x=441858.750000,y=4659985.720000,height=302.968515
x=441858.210000,y=4659983.090000,height=303.124175
x=441858.750000,y=4659985.720000,height=302.968515
x=441859.220000,y=4659983.090000,height=303.094903
x=441860.790000,y=4659985.720000,height=302.924984
x=441860.790000,y=4659985.720000,height=302.924984
x=441860.250000,y=4659983.090000,height=303.143871
x=441860.780000,y=4659982.280000,height=303.119036
x=441862.300000,y=4659983.080000,height=303.127750
x=441861.820000,y=4659982.280000,height=303.189516
x=441863.300000,y=4659983.080000,height=303.058123
x=441862.300000,y=4659983.080000,height=303.127750
x=441863.810000,y=4659985.690000,height=302.910272
x=441863.810000,y=4659985.690000,height=302.910272
x=441864.860000,y=4659985.690000,height=302.956264
x=441864.300000,y=4659983.070000,height=303.041246
x=441864.860000,y=4659985.690000,height=302.956264
x=441864.300000,y=4659983.070000,height=303.041246
x=441865.340000,y=4659983.070000,height=303.093579
x=441864.860000,y=4659985.690000,height=302.956264
x=441866.860000,y=4659985.670000,height=302.902335
point: x = 441866.360000, y = 4659986.470000 is not in this area.
point: x = 441866.360000, y = 4659986.470000 is not in this area.
point: x = 441866.360000, y = 4659986.470000 is not in this area.
x=441864.860000,y=4659985.690000,height=302.956264
x=441864.300000,y=4659983.070000,height=303.041246
x=441864.300000,y=4659983.070000,height=303.041246
x=441863.300000,y=4659983.080000,height=303.058123
x=441862.300000,y=4659983.080000,height=303.127750
x=441860.910000,y=4659979.700000,height=303.376315
x=441860.910000,y=4659979.700000,height=303.376315
x=441860.780000,y=4659982.280000,height=303.119036
x=441858.860000,y=4659979.700000,height=303.323485
x=441858.860000,y=4659979.700000,height=303.323485
x=441859.900000,y=4659979.700000,height=303.384718
x=441858.860000,y=4659979.700000,height=303.323485
x=441860.910000,y=4659979.700000,height=303.376315
x=441860.910000,y=4659979.700000,height=303.376315
x=441861.800000,y=4659978.800000,height=303.537306
x=441859.720000,y=4659978.800000,height=303.432231
x=441860.650000,y=4659976.380000,height=303.690581
x=441861.800000,y=4659978.800000,height=303.537306
x=441862.680000,y=4659976.360000,height=303.619593
x=441861.850000,y=4659975.560000,height=303.751545
x=441861.850000,y=4659975.560000,height=303.751545
x=441860.790000,y=4659975.550000,height=303.706878
x=441861.300000,y=4659973.220000,height=303.947617
x=441861.210000,y=4659972.440000,height=303.985585
x=441860.280000,y=4659973.220000,height=303.886180
x=441859.250000,y=4659973.230000,height=303.866831
x=441860.180000,y=4659972.440000,height=303.932719
x=441858.350000,y=4659970.390000,height=304.152360
x=441858.350000,y=4659970.390000,height=304.152360
x=441860.390000,y=4659970.380000,height=304.212433
x=441859.670000,y=4659969.750000,height=304.252035
x=441860.680000,y=4659969.740000,height=304.281203
x=441860.390000,y=4659970.380000,height=304.212433
x=441861.400000,y=4659970.370000,height=304.181013
x=441862.230000,y=4659972.430000,height=303.981747
x=441861.690000,y=4659969.730000,height=304.265546
x=441862.430000,y=4659970.370000,height=304.202053
x=441861.660000,y=4659967.730000,height=304.420354
x=441861.660000,y=4659967.730000,height=304.420354
x=441861.660000,y=4659967.730000,height=304.420354
x=441860.630000,y=4659967.730000,height=304.363515
x=441861.660000,y=4659967.730000,height=304.420354
x=441862.190000,y=4659966.990000,height=304.427612
x=441861.240000,y=4659965.210000,height=304.528283
x=441860.160000,y=4659967.000000,height=304.403816
x=441860.220000,y=4659965.210000,height=304.528567
x=441859.990000,y=4659964.570000,height=304.595753
x=441859.210000,y=4659965.230000,height=304.582658
x=441858.990000,y=4659964.580000,height=304.654334
x=441858.200000,y=4659965.240000,height=304.629656
x=441857.180000,y=4659965.250000,height=304.667824
x=441856.960000,y=4659964.610000,height=304.721691
x=441855.150000,y=4659965.260000,height=304.687257
x=441856.160000,y=4659965.260000,height=304.668553
x=441856.130000,y=4659967.050000,height=304.523304
x=441855.150000,y=4659965.260000,height=304.687257
x=441855.130000,y=4659967.070000,height=304.546940
x=441855.920000,y=4659958.310000,height=305.182210
x=441855.700000,y=4659956.900000,height=305.127528
x=441855.180000,y=4659956.420000,height=305.193151
x=441855.700000,y=4659956.900000,height=305.127528
x=441855.180000,y=4659956.420000,height=305.193151
x=441855.860000,y=4659954.950000,height=305.156015
x=441855.490000,y=4659953.160000,height=305.228345
point: x = 441853.880000, y = 4659954.560000 is not in this area.
x=441854.990000,y=4659951.510000,height=305.186044
x=441854.570000,y=4659952.680000,height=305.235414
x=441856.490000,y=4659953.140000,height=305.157094
x=441855.560000,y=4659952.650000,height=305.215442
x=441856.490000,y=4659953.140000,height=305.157094
x=441856.570000,y=4659952.630000,height=305.151369
x=441857.590000,y=4659952.620000,height=305.145124
x=441857.510000,y=4659953.120000,height=305.089901
x=441858.510000,y=4659953.100000,height=305.081946
